"Country Region","Package Id",Type,"Net Price","Recommended retail price",Data,SMS,Voice,Networks
Luxembourg,luxcom-7days-unlimited,sim,17.7,29.5,Unlimited,0,0,"Orange [LTE]"
Luxembourg,luxcom-7days-unlimited-topup,topup,17.7,29.5,Unlimited,0,0,"Orange [LTE]"
Luxembourg,luxcom-10days-unlimited,sim,24.8,29.5,Unlimited,0,0,"Orange [LTE]"
Luxembourg,luxcom-10days-unlimited-topup,topup,24.8,29.5,Unlimited,0,0,"Orange [LTE]"
Luxembourg,luxcom-30days-unlimited-topup,topup,71.9,49,Unlimited,0,0,"Orange [LTE]"
Latvia,labitel-7days-1gb,sim,1.6,4.5,"1 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-7days-1gb-topup,topup,1.6,4.5,"1 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-15days-2gb,sim,3.1,6.5,"2 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-15days-2gb-topup,topup,3.1,6.5,"2 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-30days-3gb,sim,4.1,8,"3 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-30days-3gb-topup,topup,4.1,8,"3 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-30days-5gb,sim,6.2,11,"5 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-30days-5gb-topup,topup,6.2,11,"5 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-30days-10gb,sim,9.5,18.5,"10 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-30days-10gb-topup,topup,9.5,18.5,"10 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-30days-20gb,sim,16.4,28,"20 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-30days-20gb-topup,topup,16.4,28,"20 GB",0,0,"Tele2 [5G], LMT [5G]"
Latvia,labitel-10days-unlimited,sim,20,35,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-3days-unlimited,sim,6.8,12.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-3days-unlimited-topup,topup,6.8,12.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-5days-unlimited,sim,10.6,20.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-5days-unlimited-topup,topup,10.6,20.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-7days-unlimited,sim,14.4,29.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-7days-unlimited-topup,topup,14.4,29.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-10days-unlimited-topup,topup,20,35,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-15days-unlimited,sim,29.5,49.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-15days-unlimited-topup,topup,29.5,49.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-30days-unlimited,sim,57.8,72.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Latvia,labitel-30days-unlimited-topup,topup,57.8,72.5,Unlimited,0,0,"LMT [5G], Tele2 [5G]"
Macao,macau-mobile-7days-1gb-topup,topup,1.4,4.5,"1 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-7days-1gb,sim,1.4,4.5,"1 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-15days-2gb,sim,2.7,6,"2 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-15days-2gb-topup,topup,2.7,6,"2 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-30days-3gb,sim,3.8,7,"3 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-30days-3gb-topup,topup,3.8,7,"3 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-30days-5gb,sim,5.5,10,"5 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-30days-5gb-topup,topup,5.5,10,"5 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-30days-10gb,sim,8.3,16,"10 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-30days-10gb-topup,topup,8.3,16,"10 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-30days-20gb,sim,14.1,23,"20 GB",0,0,"Hutchison [4G]"
Macao,macau-mobile-30days-20gb-topup,topup,14.1,23,"20 GB",0,0,"Hutchison [4G]"
"Saint Martin (French Part)",marnet-7days-1gb,sim,2.6,6.5,"1 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-7days-1gb-topup,topup,2.6,6.5,"1 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-15days-2gb,sim,3.9,12.5,"2 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-15days-2gb-topup,topup,3.9,12.5,"2 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-30days-3gb,sim,4.9,17.5,"3 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-30days-3gb-topup,topup,4.9,17.5,"3 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-30days-5gb,sim,7.2,27.5,"5 GB",0,0,"Digicel [4G]"
"Saint Martin (French Part)",marnet-30days-5gb-topup,topup,7.2,27.5,"5 GB",0,0,"Digicel [4G]"
Morocco,choukran-30days-5gb-topup,topup,14,28,"5 GB",0,0,"Orange [LTE]"
Morocco,choukran-7days-1gb,sim,3,6.5,"1 GB",0,0,"Orange [LTE]"
Morocco,choukran-7days-1gb-topup,topup,3,6.5,"1 GB",0,0,"Orange [LTE]"
Morocco,choukran-15days-2gb,sim,5.9,12.5,"2 GB",0,0,"Orange [LTE]"
Morocco,choukran-15days-2gb-topup,topup,5.9,12.5,"2 GB",0,0,"Orange [LTE]"
Morocco,choukran-30days-3gb,sim,8.6,18,"3 GB",0,0,"Orange [LTE]"
Morocco,choukran-30days-3gb-topup,topup,8.6,18,"3 GB",0,0,"Orange [LTE]"
Morocco,choukran-30days-5gb,sim,14,28,"5 GB",0,0,"Orange [LTE]"
Morocco,choukran-3days-unlimited,sim,16.3,20.5,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-3days-unlimited-topup,topup,16.3,20.5,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-5days-unlimited,sim,26.3,29.5,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-5days-unlimited-topup,topup,26.3,29.5,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-7days-unlimited,sim,36.4,36.5,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-7days-unlimited-topup,topup,36.4,36.5,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-15days-unlimited-topup,topup,76.6,49,Unlimited,0,0,"Orange [LTE]"
Morocco,choukran-30days-unlimited-topup,topup,152,72.5,Unlimited,0,0,"Orange [LTE]"
Moldova,soroca-mobile-in-7days-1gb,sim,3.4,4.5,"1 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-7days-1gb-topup,topup,3.4,4.5,"1 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-15days-2gb,sim,5.6,8.5,"2 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-15days-2gb-topup,topup,5.6,8.5,"2 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-3gb,sim,7.2,11.5,"3 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-3gb-topup,topup,7.2,11.5,"3 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-5gb,sim,11.1,17,"5 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-5gb-topup,topup,11.1,17,"5 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-10gb,sim,17.4,29.5,"10 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-10gb-topup,topup,17.4,29.5,"10 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-20gb,sim,30.8,49,"20 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-30days-20gb-topup,topup,30.8,49,"20 GB",0,0,"Orange [4G]"
Moldova,soroca-mobile-in-3days-unlimited,sim,12.3,12.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-3days-unlimited-topup,topup,12.3,12.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-5days-unlimited,sim,19.5,20.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-5days-unlimited-topup,topup,19.5,20.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-7days-unlimited,sim,26.7,29.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-7days-unlimited-topup,topup,26.7,29.5,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-10days-unlimited,sim,37.6,35,Unlimited,0,0,"Orange [4G]"
Moldova,soroca-mobile-in-10days-unlimited-topup,topup,37.6,35,Unlimited,0,0,"Orange [4G]"
Madagascar,madacom-7days-1gb,sim,4.1,7,"1 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-7days-1gb-topup,topup,4.1,7,"1 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-15days-2gb,sim,8.2,13,"2 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-15days-2gb-topup,topup,8.2,13,"2 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-30days-3gb,sim,12.1,18,"3 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-30days-3gb-topup,topup,12.1,18,"3 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-30days-5gb,sim,19.9,28,"5 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-30days-5gb-topup,topup,19.9,28,"5 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-30days-10gb,sim,32,45,"10 GB",0,0,"Airtel [LTE]"
Madagascar,madacom-30days-10gb-topup,topup,32,45,"10 GB",0,0,"Airtel [LTE]"
"North Macedonia",matka-mobile-7days-1gb,sim,1.7,4.5,"1 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-7days-1gb-topup,topup,1.7,4.5,"1 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-15days-2gb,sim,3.2,7,"2 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-15days-2gb-topup,topup,3.2,7,"2 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-3gb,sim,4.7,9,"3 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-3gb-topup,topup,4.7,9,"3 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-5gb,sim,7.5,13,"5 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-5gb-topup,topup,7.5,13,"5 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-10gb,sim,11.6,21,"10 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-10gb-topup,topup,11.6,21,"10 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-20gb,sim,20.3,35,"20 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-20gb-topup,topup,20.3,35,"20 GB",0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-10days-unlimited,sim,24.8,35,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-3days-unlimited,sim,8.3,12.5,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-3days-unlimited-topup,topup,8.3,12.5,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-5days-unlimited,sim,13,20.5,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-5days-unlimited-topup,topup,13,20.5,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-7days-unlimited,sim,17.7,29.5,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-7days-unlimited-topup,topup,17.7,29.5,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-10days-unlimited-topup,topup,24.8,35,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-15days-unlimited,sim,36.5,49,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-15days-unlimited-topup,topup,36.5,49,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-unlimited,sim,71.9,72.5,Unlimited,0,0,"A1 [LTE]"
"North Macedonia",matka-mobile-30days-unlimited-topup,topup,71.9,72.5,Unlimited,0,0,"A1 [LTE]"
Mali,maliconnected-7days-1gb,sim,6.7,9,"1 GB",0,0,"Orange [4G]"
Mali,maliconnected-7days-1gb-topup,topup,6.7,9,"1 GB",0,0,"Orange [4G]"
Mali,maliconnected-15days-2gb,sim,9.3,17,"2 GB",0,0,"Orange [4G]"
Mali,maliconnected-15days-2gb-topup,topup,13.2,17,"2 GB",0,0,"Orange [4G]"
Mali,maliconnected-30days-3gb,sim,19.7,24.5,"3 GB",0,0,"Orange [4G]"
Mali,maliconnected-30days-3gb-topup,topup,19.7,24.5,"3 GB",0,0,"Orange [4G]"
Mali,maliconnected-30days-5gb,sim,32.5,38.5,"5 GB",0,0,"Orange [4G]"
Mali,maliconnected-30days-5gb-topup,topup,32.5,38.5,"5 GB",0,0,"Orange [4G]"
Malta,maltafone-7days-1gb,sim,1.7,4.5,"1 GB",0,0,"Epic [4G]"
Malta,maltafone-7days-1gb-topup,topup,1.7,4.5,"1 GB",0,0,"Epic [4G]"
Malta,maltafone-15days-2gb,sim,3.2,7,"2 GB",0,0,"Epic [4G]"
Malta,maltafone-15days-2gb-topup,topup,3.2,7,"2 GB",0,0,"Epic [4G]"
Malta,maltafone-30days-3gb,sim,4.3,9,"3 GB",0,0,"Epic [4G]"
Malta,maltafone-30days-3gb-topup,topup,4.3,9,"3 GB",0,0,"Epic [4G]"
Malta,maltafone-30days-5gb,sim,6.2,13,"5 GB",0,0,"Epic [4G]"
Malta,maltafone-30days-5gb-topup,topup,6.2,13,"5 GB",0,0,"Epic [4G]"
Malta,maltafone-30days-10gb,sim,9.2,20,"10 GB",0,0,"Epic [4G]"
Malta,maltafone-30days-10gb-topup,topup,9.2,20,"10 GB",0,0,"Epic [4G]"
Montenegro,jezero-7days-1gb,sim,2,4.5,"1 GB",0,0,"MTEL [LTE]"
Montenegro,jezero-7days-1gb-topup,topup,2,4.5,"1 GB",0,0,"MTEL [LTE]"
Montenegro,jezero-15days-2gb,sim,3.9,7,"2 GB",0,0,"MTEL [LTE]"
Montenegro,jezero-15days-2gb-topup,topup,3.9,7,"2 GB",0,0,"MTEL [LTE]"
Montenegro,jezero-30days-3gb,sim,5.7,9,"3 GB",0,0,"MTEL [LTE]"
Montenegro,jezero-30days-3gb-topup,topup,5.7,9,"3 GB",0,0,"MTEL [LTE]"
Montenegro,jezero-10days-unlimited,sim,32.6,38,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-3days-unlimited,sim,10.6,20.5,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-3days-unlimited-topup,topup,10.6,20.5,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-5days-unlimited,sim,16.9,29.5,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-5days-unlimited-topup,topup,16.9,29.5,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-7days-unlimited,sim,23.2,36.5,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-7days-unlimited-topup,topup,23.2,36.5,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-10days-unlimited-topup,topup,32.6,38,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-15days-unlimited,sim,48.3,49,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-15days-unlimited-topup,topup,48.3,49,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-30days-unlimited,sim,95.5,99,Unlimited,0,0,"MTEL [LTE]"
Montenegro,jezero-30days-unlimited-topup,topup,95.5,99,Unlimited,0,0,"MTEL [LTE]"
Mongolia,mongo-mobile-fiber-7days-1gb,sim,3.9,6,"1 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-7days-1gb-topup,topup,3.9,6,"1 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-15days-2gb,sim,7.7,11,"2 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-15days-2gb-topup,topup,7.7,11,"2 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-30days-3gb,sim,11.3,15,"3 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-30days-3gb-topup,topup,11.3,15,"3 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-30days-5gb,sim,18.5,25,"5 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-30days-5gb-topup,topup,18.5,25,"5 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-30days-10gb,sim,35.5,43,"10 GB",0,0,"Skytel [LTE]"
Mongolia,mongo-mobile-fiber-30days-10gb-topup,topup,35.5,43,"10 GB",0,0,"Skytel [LTE]"
Mozambique,comemoro-7days-1gb,sim,5.4,7,"1 GB",0,0,"Vodacom [4G]"
Mozambique,comemoro-7days-1gb-topup,topup,5.4,7,"1 GB",0,0,"Vodacom [4G]"
Mozambique,comemoro-30days-3gb,sim,12.4,14,"3 GB",0,0,"Vodacom [4G]"
Mozambique,comemoro-30days-3gb-topup,topup,12.4,14,"3 GB",0,0,"Vodacom [4G]"
Mozambique,comemoro-30days-5gb,sim,19.5,21,"5 GB",0,0,"Vodacom [4G]"
Mozambique,comemoro-30days-5gb-topup,topup,19.5,21,"5 GB",0,0,"Vodacom [4G]"
Montserrat,carrs-telecom-7days-1gb,sim,5.7,8,"1 GB",0,0,"Digicel [4G]"
Montserrat,carrs-telecom-7days-1gb-topup,topup,5.7,8,"1 GB",0,0,"Digicel [4G]"
Montserrat,carrs-telecom-15days-2gb,sim,11.3,15,"2 GB",0,0,"Digicel [4G]"
Montserrat,carrs-telecom-15days-2gb-topup,topup,11.3,15,"2 GB",0,0,"Digicel [4G]"
Montserrat,carrs-telecom-30days-3gb,sim,16.7,21,"3 GB",0,0,"Digicel [4G]"
Montserrat,carrs-telecom-30days-3gb-topup,topup,16.7,21,"3 GB",0,0,"Digicel [4G]"
Montserrat,carrs-telecom-30days-5gb,sim,27.5,32.5,"5 GB",0,0,"Digicel [4G]"
Montserrat,carrs-telecom-30days-5gb-topup,topup,27.5,32.5,"5 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-7days-1gb,sim,2.6,4.5,"1 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-7days-1gb-topup,topup,2.6,4.5,"1 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-15days-2gb,sim,3.9,8,"2 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-15days-2gb-topup,topup,3.9,8,"2 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-30days-3gb,sim,4.9,11,"3 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-30days-3gb-topup,topup,4.9,11,"3 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-30days-5gb,sim,7.2,15.5,"5 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-30days-5gb-topup,topup,7.2,15.5,"5 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-30days-10gb,sim,11.1,26,"10 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-30days-10gb-topup,topup,11.1,26,"10 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-30days-20gb,sim,19.2,42,"20 GB",0,0,"Digicel [4G]"
Martinique,jardin-mobile-30days-20gb-topup,topup,19.2,42,"20 GB",0,0,"Digicel [4G]"
Mauritius,mornecom-in-7days-1gb,sim,5.3,7.5,"1 GB",0,0,"EMTEL [4G], MTML [4G], CELLPLUS [4G]"
Mauritius,mornecom-in-7days-1gb-topup,topup,5.3,7.5,"1 GB",0,0,"EMTEL [4G], MTML [4G], CELLPLUS [4G]"
Mauritius,mornecom-15days-2gb,sim,10,13.5,"2 GB",0,0,"EMTEL [4G], MTML [4G], CELLPLUS [4G]"
Mauritius,mornecom-15days-2gb-topup,topup,10,13.5,"2 GB",0,0,"EMTEL [4G], MTML [4G], CELLPLUS [4G]"
Mauritius,mornecom-in-30days-3gb,sim,13.3,19,"3 GB",0,0,"EMTEL [4G], MTML [4G], CELLPLUS [4G]"
Mauritius,mornecom-in-30days-3gb-topup,topup,13.3,19,"3 GB",0,0,"EMTEL [4G], MTML [4G], CELLPLUS [4G]"
Mauritius,mornecom-in-30days-5gb,sim,21.2,30,"5 GB",0,0,"EMTEL [4G], MTML [4G], CELLPLUS [4G]"
Mauritius,mornecom-in-30days-5gb-topup,topup,21.2,30,"5 GB",0,0,"EMTEL [4G], MTML [4G], CELLPLUS [4G]"
Malawi,shire-mobile-7days-1gb,sim,7.2,8,"1 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-7days-1gb-topup,topup,7.2,8,"1 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-15days-2gb,sim,13.8,14,"2 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-15days-2gb-topup,topup,13.8,14,"2 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-30days-3gb,sim,18.5,19,"3 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-30days-3gb-topup,topup,18.5,19,"3 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-30days-5gb,sim,29.6,32,"5 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-30days-5gb-topup,topup,29.6,32,"5 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-30days-10gb,sim,47.7,49,"10 GB",0,0,"Airtel [4G]"
Malawi,shire-mobile-30days-10gb-topup,topup,47.7,49,"10 GB",0,0,"Airtel [4G]"
Mayotte,choungui-7days-1gb,sim,1.8,4.5,"1 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-7days-1gb-topup,topup,1.8,4.5,"1 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-15days-2gb,sim,3.6,7.5,"2 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-15days-2gb-topup,topup,3.6,7.5,"2 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-30days-3gb,sim,5.2,10,"3 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-30days-3gb-topup,topup,5.2,10,"3 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-30days-5gb,sim,8.5,14,"5 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-30days-5gb-topup,topup,8.5,14,"5 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-30days-10gb,sim,14.1,23,"10 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-30days-10gb-topup,topup,14.1,23,"10 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-30days-20gb,sim,24.6,36,"20 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Mayotte,choungui-30days-20gb-topup,topup,24.6,36,"20 GB",0,0,"SRR Reunion [4G], Orange Reunion [4G]"
Namibia,namibia-7days-1gb,sim,8.6,9.5,"1 GB",0,0,"TN Mobile [3G]"
Namibia,namibia-7days-1gb-topup,topup,8.6,9.5,"1 GB",0,0,"TN Mobile [3G]"
Namibia,namibia-15days-2gb,sim,16.1,19.5,"2 GB",0,0,"TN Mobile [3G]"
Namibia,namibia-15days-2gb-topup,topup,16.1,19.5,"2 GB",0,0,"TN Mobile [3G]"
Niger,letecom-7days-1gb,sim,6,8,"1 GB",0,0,"Celtel [4G]"
Niger,letecom-7days-1gb-topup,topup,6,8,"1 GB",0,0,"Celtel [4G]"
Niger,letecom-15days-2gb,sim,12.3,15.5,"2 GB",0,0,"Celtel [4G]"
Niger,letecom-15days-2gb-topup,topup,12.3,15.5,"2 GB",0,0,"Celtel [4G]"
Niger,letecom-30days-3gb,sim,16.4,22,"3 GB",0,0,"Celtel [4G]"
Niger,letecom-30days-3gb-topup,topup,16.4,22,"3 GB",0,0,"Celtel [4G]"
Nigeria,nigercell-7days-1gb,sim,6.1,7.5,"1 GB",0,0,"Airtel [4G]"
Nigeria,nigercell-7days-1gb-topup,topup,6.1,7.5,"1 GB",0,0,"Airtel [4G]"
Nigeria,nigercell-15days-2gb,sim,12.1,13.5,"2 GB",0,0,"Airtel [4G]"
Nigeria,nigercell-15days-2gb-topup,topup,12.1,13.5,"2 GB",0,0,"Airtel [4G]"
Nigeria,nigercell-30days-3gb,sim,16.4,19,"3 GB",0,0,"Airtel [4G]"
Nigeria,nigercell-30days-3gb-topup,topup,16.4,19,"3 GB",0,0,"Airtel [4G]"
Nigeria,nigercell-30days-5gb,sim,26.3,30,"5 GB",0,0,"Airtel [4G]"
Nigeria,nigercell-30days-5gb-topup,topup,26.3,30,"5 GB",0,0,"Airtel [4G]"
Nicaragua,nicarcell-3days-unlimited,sim,15.3,20.5,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-3days-unlimited-topup,topup,15.3,20.5,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-5days-unlimited,sim,24.8,29.5,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-5days-unlimited-topup,topup,24.8,29.5,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-7days-unlimited,sim,34.2,36.5,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-7days-unlimited-topup,topup,34.2,36.5,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-10days-unlimited,sim,48.3,41,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-10days-unlimited-topup,topup,48.3,41,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-15days-unlimited,sim,71.9,68,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-15days-unlimited-topup,topup,71.9,68,Unlimited,0,0,"Tigo [LTE]"
Nicaragua,nicarcell-7days-1gb,sim,3.9,7,"1 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-7days-1gb-topup,topup,3.9,7,"1 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-15days-2gb,sim,6.7,13.5,"2 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-15days-2gb-topup,topup,6.7,13.5,"2 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-30days-3gb,sim,8.8,19,"3 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-30days-3gb-topup,topup,8.8,19,"3 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-30days-5gb,sim,13.9,30.5,"5 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-30days-5gb-topup,topup,13.9,30.5,"5 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-30days-10gb,sim,22.1,48,"10 GB",0,0,"Tigo [4G]"
Nicaragua,nicarcell-30days-10gb-topup,topup,22.1,48,"10 GB",0,0,"Tigo [4G]"
Netherlands,he-he-7days-1gb,sim,0.8,4.5,"1 GB",0,0,"KPN [4G]"
