"Country Region","Package Id",Type,"Net Price","Recommended retail price",Data,SMS,Voice,Networks
Bolivia,wa-mobile-10days-unlimited,sim,48.3,46,Unlimited,0,0,"Tigo [LTE]"
Bolivia,wa-mobile-10days-unlimited-topup,topup,48.3,46,Unlimited,0,0,"Tigo [LTE]"
Brazil,joia-7days-1gb-topup-20250805141201,topup,2.1,4.5,"1 GB",0,0,"Claro [LTE]"
Brazil,joia-15days-2gb-topup-20250805141214,topup,3.4,7.5,"2 GB",0,0,"Claro [LTE]"
Brazil,joia-30days-3gb-topup-20250805141507,topup,4.4,10,"3 GB",0,0,"Claro [LTE]"
Brazil,joia-7days-1gb,sim,2.1,4.5,"1 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-7days-1gb-topup,topup,2.1,4.5,"1 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-15days-2gb,sim,3.4,7.5,"2 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-15days-2gb-topup,topup,3.4,7.5,"2 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-30days-3gb,sim,4.4,10,"3 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-30days-3gb-topup,topup,4.4,10,"3 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-30days-5gb,sim,6.72,14,"5 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-30days-5gb-topup,topup,6.72,14,"5 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-30days-10gb,sim,10.48,25,"10 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-30days-10gb-topup,topup,10.48,25,"10 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-30days-20gb,sim,18.44,38,"20 GB",0,0,"Claro [5G], TIM [4G]"
Brazil,joia-30days-20gb-topup,topup,18.44,38,"20 GB",0,0,"Claro [5G], TIM [4G]"
Barbados,barbnet-7days-1gb,sim,5.7,8,"1 GB",0,0,"Digicel [4G]"
Barbados,barbnet-7days-1gb-topup,topup,5.7,8,"1 GB",0,0,"Digicel [4G]"
Barbados,barbnet-15days-2gb,sim,11.3,15,"2 GB",0,0,"Digicel [4G]"
Barbados,barbnet-15days-2gb-topup,topup,11.3,15,"2 GB",0,0,"Digicel [4G]"
Barbados,barbnet-30days-3gb,sim,16.7,21,"3 GB",0,0,"Digicel [4G]"
Barbados,barbnet-30days-3gb-topup,topup,16.7,21,"3 GB",0,0,"Digicel [4G]"
Barbados,barbnet-30days-5gb,sim,27.5,32.5,"5 GB",0,0,"Digicel [4G]"
Barbados,barbnet-30days-5gb-topup,topup,27.5,32.5,"5 GB",0,0,"Digicel [4G]"
Brunei,muara-mobile-7days-1gb,sim,5.3,9,"1 GB",0,0,"DST [5G]"
Brunei,muara-mobile-7days-1gb-topup,topup,5.3,9,"1 GB",0,0,"DST [5G]"
Brunei,muara-mobile-15days-2gb,sim,10.4,15,"2 GB",0,0,"DST [5G]"
Brunei,muara-mobile-15days-2gb-topup,topup,10.4,15,"2 GB",0,0,"DST [5G]"
Brunei,muara-mobile-30days-3gb,sim,15.5,20,"3 GB",0,0,"DST [5G]"
Brunei,muara-mobile-30days-3gb-topup,topup,15.5,20,"3 GB",0,0,"DST [5G]"
Brunei,muara-mobile-30days-5gb,sim,25.5,35,"5 GB",0,0,"DST [5G]"
Brunei,muara-mobile-30days-5gb-topup,topup,25.5,35,"5 GB",0,0,"DST [5G]"
Bhutan,paro-7days-1gb,sim,8.1,12,"1 GB",0,0,"B-Mobile [5G]"
Bhutan,paro-7days-1gb-topup,topup,8.1,12,"1 GB",0,0,"B-Mobile [5G]"
Bhutan,paro-30days-5gb,sim,45.67,49,"5 GB",0,0,"B-Mobile [5G]"
Bhutan,paro-30days-5gb-topup,topup,45.67,49,"5 GB",0,0,"B-Mobile [5G]"
Botswana,maun-telecom-7days-1gb,sim,6.7,8.5,"1 GB",0,0,"MASCOM [4G]"
Botswana,maun-telecom-7days-1gb-topup,topup,6.7,8.5,"1 GB",0,0,"MASCOM [4G]"
Botswana,maun-telecom-15days-2gb,sim,13.2,16,"2 GB",0,0,"MASCOM [4G]"
Botswana,maun-telecom-15days-2gb-topup,topup,13.2,16,"2 GB",0,0,"MASCOM [4G]"
Botswana,maun-telecom-30days-3gb,sim,19.7,23,"3 GB",0,0,"MASCOM [4G]"
Botswana,maun-telecom-30days-3gb-topup,topup,19.7,23,"3 GB",0,0,"MASCOM [4G]"
Botswana,maun-telecom-30days-5gb,sim,30,35,"5 GB",0,0,"MASCOM [4G]"
Botswana,maun-telecom-30days-5gb-topup,topup,30,35,"5 GB",0,0,"MASCOM [4G]"
"Central African Republic",chinko-7days-1gb,sim,5.8,9,"1 GB",0,0,"Orange [3G]"
"Central African Republic",chinko-7days-1gb-topup,topup,5.8,9,"1 GB",0,0,"Orange [3G]"
"Central African Republic",chinko-15days-2gb,sim,11.4,17,"2 GB",0,0,"Orange [3G]"
"Central African Republic",chinko-15days-2gb-topup,topup,11.4,17,"2 GB",0,0,"Orange [3G]"
"Central African Republic",chinko-30days-3gb,sim,17,24.5,"3 GB",0,0,"Orange [3G]"
"Central African Republic",chinko-30days-3gb-topup,topup,17,24.5,"3 GB",0,0,"Orange [3G]"
"Central African Republic",chinko-30days-5gb,sim,28,38,"5 GB",0,0,"Orange [3G]"
"Central African Republic",chinko-30days-5gb-topup,topup,28,38,"5 GB",0,0,"Orange [3G]"
Switzerland,pilatus-mobile-in-7days-1gb,sim,1.3,4.5,"1 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-7days-1gb-topup,topup,1.3,4.5,"1 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-15days-2gb,sim,2.6,7.5,"2 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-15days-2gb-topup,topup,2.6,7.5,"2 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-3gb,sim,3.7,9.5,"3 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-3gb-topup,topup,3.7,9.5,"3 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-5gb,sim,6,14,"5 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-5gb-topup,topup,6,14,"5 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-10gb,sim,9.5,23,"10 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-10gb-topup,topup,9.5,23,"10 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-20gb,sim,16.4,36,"20 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-20gb-topup,topup,16.4,36,"20 GB",0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-3days-unlimited,sim,6.8,14.5,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-3days-unlimited-topup,topup,6.8,14.5,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-5days-unlimited,sim,10.6,22.5,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-5days-unlimited-topup,topup,10.6,22.5,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-7days-unlimited,sim,14.4,29,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-7days-unlimited-topup,topup,14.4,29,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-10days-unlimited,sim,20,35,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-10days-unlimited-topup,topup,20,35,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-15days-unlimited,sim,29.5,52,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-15days-unlimited-topup,topup,29.5,52,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-unlimited,sim,57.8,79,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Switzerland,pilatus-mobile-in-30days-unlimited-topup,topup,57.8,79,Unlimited,0,0,"Salt Mobile (Orange) [LTE]"
Chile,altoque-7days-1gb,sim,2.1,5,"1 GB",0,0,"Movistar [4G]"
Chile,altoque-7days-1gb-topup,topup,2.1,5,"1 GB",0,0,"Movistar [4G]"
Chile,altoque-15days-2gb,sim,4.1,8,"2 GB",0,0,"Movistar [4G]"
Chile,altoque-15days-2gb-topup,topup,4.1,8,"2 GB",0,0,"Movistar [4G]"
Chile,altoque-30days-3gb,sim,5.9,10.5,"3 GB",0,0,"Movistar [4G]"
Chile,altoque-30days-3gb-topup,topup,5.9,10.5,"3 GB",0,0,"Movistar [4G]"
Chile,altoque-30days-5gb,sim,9.5,15.5,"5 GB",0,0,"Movistar [4G]"
Chile,altoque-30days-5gb-topup,topup,9.5,15.5,"5 GB",0,0,"Movistar [4G]"
Chile,altoque-30days-10gb,sim,15.3,28,"10 GB",0,0,"Movistar [4G]"
Chile,altoque-30days-10gb-topup,topup,15.3,28,"10 GB",0,0,"Movistar [4G]"
Chile,altoque-30days-20gb,sim,26.9,48,"20 GB",0,0,"Movistar [4G]"
Chile,altoque-30days-20gb-topup,topup,26.9,48,"20 GB",0,0,"Movistar [4G]"
"Côte d'Ivoire",nouchi-mobile-7days-1gb,sim,5.6,9,"1 GB",0,0,"Orange [4G]"
"Côte d'Ivoire",nouchi-mobile-7days-1gb-topup,topup,5.6,9,"1 GB",0,0,"Orange [4G]"
"Côte d'Ivoire",nouchi-mobile-15days-2gb,sim,11.1,15,"2 GB",0,0,"Orange [4G]"
"Côte d'Ivoire",nouchi-mobile-15days-2gb-topup,topup,11.1,15,"2 GB",0,0,"Orange [4G]"
"Côte d'Ivoire",nouchi-mobile-30days-3gb,sim,16.5,20.5,"3 GB",0,0,"Orange [4G]"
"Côte d'Ivoire",nouchi-mobile-30days-3gb-topup,topup,16.5,20.5,"3 GB",0,0,"Orange [4G]"
"Côte d'Ivoire",nouchi-mobile-30days-5gb,sim,27,32,"5 GB",0,0,"Orange [4G]"
"Côte d'Ivoire",nouchi-mobile-30days-5gb-topup,topup,27,32,"5 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-7days-1gb,sim,4.2,5.5,"1 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-7days-1gb-topup,topup,4.2,5.5,"1 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-15days-2gb,sim,8.3,10.5,"2 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-15days-2gb-topup,topup,8.3,10.5,"2 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-3gb,sim,12.3,15,"3 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-3gb-topup,topup,12.3,15,"3 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-30days-5gb,sim,20.5,24.5,"5 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-30days-5gb-topup,topup,20.5,24.5,"5 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-30days-10gb,sim,34.5,44.5,"10 GB",0,0,"Orange [4G]"
Cameroon,kamtok-telecom-30days-10gb-topup,topup,34.5,44.5,"10 GB",0,0,"Orange [4G]"
"Democratic Republic Of The Congo",pondu-mobile-7days-1gb,sim,4,7.5,"1 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-7days-1gb-topup,topup,4,7.5,"1 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-15days-2gb,sim,8,12.5,"2 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-15days-2gb-topup,topup,8,12.5,"2 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-30days-3gb,sim,11.8,16.5,"3 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-30days-3gb-topup,topup,11.8,16.5,"3 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-30days-5gb,sim,19.5,25,"5 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-30days-5gb-topup,topup,19.5,25,"5 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-30days-10gb,sim,38.5,45,"10 GB",0,0,"Vodacom [4G]"
"Democratic Republic Of The Congo",pondu-mobile-30days-10gb-topup,topup,38.5,45,"10 GB",0,0,"Vodacom [4G]"
"Republic of the Congo",sanghatel-7days-1gb,sim,5.6,8,"1 GB",0,0,"Airtel [4G]"
"Republic of the Congo",sanghatel-7days-1gb-topup,topup,5.6,8,"1 GB",0,0,"Airtel [4G]"
"Republic of the Congo",sanghatel-15days-2gb-topup,topup,11.1,14.5,"2 GB",0,0,"Airtel [4G]"
"Republic of the Congo",sanghatel-15days-2gb,sim,11.1,14.5,"2 GB",0,0,"Airtel [4G]"
"Republic of the Congo",sanghatel-30days-3gb,sim,16.5,20.5,"3 GB",0,0,"Airtel [4G]"
"Republic of the Congo",sanghatel-30days-3gb-topup,topup,16.5,20.5,"3 GB",0,0,"Airtel [4G]"
"Republic of the Congo",sanghatel-30days-5gb,sim,27,32,"5 GB",0,0,"Airtel [4G]"
"Republic of the Congo",sanghatel-30days-5gb-topup,topup,27,32,"5 GB",0,0,"Airtel [4G]"
Colombia,hartonet-7days-1gb,sim,1.5,4.5,"1 GB",0,0,"Movistar [LTE]"
Colombia,hartonet-7days-1gb-topup,topup,1.5,4.5,"1 GB",0,0,"Movistar [LTE]"
Colombia,hartonet-15days-2gb,sim,2.2,8,"2 GB",0,0,"Movistar [LTE]"
Colombia,hartonet-15days-2gb-topup,topup,2.2,8,"2 GB",0,0,"Movistar [LTE]"
Colombia,hartonet-30days-3gb,sim,2.7,10.5,"3 GB",0,0,"Movistar [LTE]"
Colombia,hartonet-30days-3gb-topup,topup,2.7,10.5,"3 GB",0,0,"Movistar [LTE]"
Colombia,hartonet-30days-5gb,sim,3.8,16,"5 GB",0,0,"Movistar [LTE]"
Colombia,hartonet-30days-5gb-topup,topup,3.8,16,"5 GB",0,0,"Movistar [LTE]"
"Cape Verde",fogotel-7days-1gb,sim,8.1,9.5,"1 GB",0,0,"ALOU [4G]"
"Cape Verde",fogotel-7days-1gb-topup,topup,8.1,9.5,"1 GB",0,0,"ALOU [4G]"
"Costa Rica",hot-telecom-7days-1gb,sim,6.36,9.5,"1 GB",0,0,"CLARO [4G], Kolbi ICE [4G]"
"Costa Rica",hot-telecom-7days-1gb-topup,topup,6.36,9.5,"1 GB",0,0,"CLARO [4G], Kolbi ICE [4G]"
"Costa Rica",hot-telecom-15days-2gb,sim,12.4,15,"2 GB",0,0,"CLARO [4G], Kolbi ICE [4G]"
"Costa Rica",hot-telecom-15days-2gb-topup,topup,12.4,15,"2 GB",0,0,"CLARO [4G], Kolbi ICE [4G]"
"Costa Rica",hot-telecom-30days-3gb,sim,17.89,20,"3 GB",0,0,"CLARO [4G], Kolbi ICE [4G]"
"Costa Rica",hot-telecom-30days-3gb-topup,topup,17.89,20,"3 GB",0,0,"CLARO [4G], Kolbi ICE [4G]"
Curaçao,dushi-mobile-7days-1gb,sim,5.7,8,"1 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-7days-1gb-topup,topup,5.7,8,"1 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-15days-2gb,sim,11.3,15,"2 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-15days-2gb-topup,topup,11.3,15,"2 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-30days-3gb,sim,16.7,21,"3 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-30days-3gb-topup,topup,16.7,21,"3 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-30days-5gb,sim,27.5,32.5,"5 GB",0,0,"Digicel [4G]"
Curaçao,dushi-mobile-30days-5gb-topup,topup,27.5,32.5,"5 GB",0,0,"Digicel [4G]"
"Cayman Islands",atlantis-telecom-7days-1gb-x,sim,8.1,9.5,"1 GB",0,0,"Flow [4G]"
Cyprus,dekanet-7days-1gb,sim,1.1,4.5,"1 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-7days-1gb-topup,topup,1.1,4.5,"1 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-15days-2gb,sim,2,6.5,"2 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-15days-2gb-topup,topup,2,6.5,"2 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-30days-3gb,sim,2.3,7.5,"3 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-30days-3gb-topup,topup,2.3,7.5,"3 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-30days-5gb,sim,3.2,9.5,"5 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-30days-5gb-topup,topup,3.2,9.5,"5 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-30days-10gb,sim,4.5,16,"10 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-30days-10gb-topup,topup,4.5,16,"10 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-30days-20gb,sim,7.4,19,"20 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-30days-20gb-topup,topup,7.4,19,"20 GB",0,0,"Epic [LTE]"
Cyprus,dekanet-10days-unlimited,sim,9,35,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-3days-unlimited,sim,3.5,12.5,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-3days-unlimited-topup,topup,3.5,12.5,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-5days-unlimited,sim,5.1,20.5,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-5days-unlimited-topup,topup,5.1,20.5,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-7days-unlimited,sim,6.7,29.5,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-7days-unlimited-topup,topup,6.7,29.5,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-10days-unlimited-topup,topup,9,35,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-15days-unlimited,sim,13,49,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-15days-unlimited-topup,topup,13,49,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-30days-unlimited,sim,24.8,69,Unlimited,0,0,"Epic [LTE]"
Cyprus,dekanet-30days-unlimited-topup,topup,24.8,69,Unlimited,0,0,"Epic [LTE]"
"Czech Republic",prosim-7days-1gb,sim,0.7,4.5,"1 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-7days-1gb-topup,topup,0.7,4.5,"1 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-15days-2gb,sim,1.2,5,"2 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-15days-2gb-topup,topup,1.2,5,"2 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-30days-3gb,sim,1.7,5,"3 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-30days-3gb-topup,topup,1.7,5,"3 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-30days-5gb,sim,2.5,8,"5 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-30days-5gb-topup,topup,2.5,8,"5 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-30days-10gb,sim,3.8,15,"10 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-30days-10gb-topup,topup,3.8,15,"10 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-30days-20gb,sim,6,24,"20 GB",0,0,"O2 [5G], Vodafone [LTE]"
"Czech Republic",prosim-30days-20gb-topup,topup,6,24,"20 GB",0,0,"O2 [5G], Vodafone [LTE]"
Dominica,vaina-communications-7days-1gb,sim,5.7,8,"1 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-7days-1gb-topup,topup,5.7,8,"1 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-15days-2gb,sim,11.3,13,"2 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-15days-2gb-topup,topup,11.3,13,"2 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-30days-3gb,sim,16.7,17,"3 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-30days-3gb-topup,topup,16.7,17,"3 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-30days-5gb,sim,27.5,29,"5 GB",0,0,"Digicel [4G]"
Dominica,vaina-communications-30days-5gb-topup,topup,27.5,29,"5 GB",0,0,"Digicel [4G]"
Denmark,teledansk-7days-1gb,sim,1.4,4.5,"1 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-7days-1gb-topup,topup,1.4,4.5,"1 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-15days-2gb,sim,2.2,6.5,"2 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-15days-2gb-topup,topup,2.2,6.5,"2 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-30days-3gb,sim,2.5,8,"3 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-30days-3gb-topup,topup,2.5,8,"3 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-30days-5gb,sim,3.4,11,"5 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-30days-5gb-topup,topup,3.4,11,"5 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-30days-10gb-topup,topup,4.7,18,"10 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-30days-10gb,sim,4.7,18,"10 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-30days-20gb,sim,7.7,28,"20 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
Denmark,teledansk-30days-20gb-topup,topup,7.7,28,"20 GB",0,0,"3 (HI3G DENMARK APS) [5G]"
"Dominican Republic",acuntel-7days-1gb,sim,2.9,6,"1 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-7days-1gb-topup,topup,2.9,6,"1 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-15days-2gb,sim,4.3,12,"2 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-15days-2gb-topup,topup,4.3,12,"2 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-30days-3gb,sim,5.3,17,"3 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-30days-3gb-topup,topup,5.3,17,"3 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-30days-5gb,sim,7.9,26,"5 GB",0,0,"Claro [4G]"
"Dominican Republic",acuntel-30days-5gb-topup,topup,7.9,26,"5 GB",0,0,"Claro [4G]"
Algeria,algecom-7days-1gb,sim,1.8,4.5,"1 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-7days-1gb-topup,topup,1.8,4.5,"1 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-15days-2gb,sim,3.4,7,"2 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-15days-2gb-topup,topup,3.4,7,"2 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-3gb,sim,4.7,9,"3 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-3gb-topup,topup,4.7,9,"3 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-5gb,sim,7,14,"5 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-5gb-topup,topup,7,14,"5 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-10gb,sim,10.9,20.5,"10 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-10gb-topup,topup,10.9,20.5,"10 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-20gb,sim,19,39,"20 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-30days-20gb-topup,topup,19,39,"20 GB",0,0,"Ooredoo [LTE], Djeezy [LTE]"
Algeria,algecom-10days-unlimited,sim,23.2,42,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-3days-unlimited,sim,7.8,18.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-3days-unlimited-topup,topup,7.8,18.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-5days-unlimited,sim,12.2,28.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-5days-unlimited-topup,topup,12.2,28.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-7days-unlimited,sim,16.6,36.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-7days-unlimited-topup,topup,16.6,36.5,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-10days-unlimited-topup,topup,23.2,42,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-15days-unlimited,sim,34.2,57,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-15days-unlimited-topup,topup,34.2,57,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-30days-unlimited,sim,67.2,99,Unlimited,0,0,"Djeezy [4G]"
Algeria,algecom-30days-unlimited-topup,topup,67.2,99,Unlimited,0,0,"Djeezy [4G]"
Ecuador,bacanet-7days-1gb,sim,3.9,6.5,"1 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-7days-1gb-topup,topup,3.9,6.5,"1 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-15days-2gb,sim,6.7,12.5,"2 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-15days-2gb-topup,topup,6.7,12.5,"2 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-3gb,sim,8.8,18,"3 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-3gb-topup,topup,8.8,18,"3 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-5gb,sim,13.9,28,"5 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-5gb-topup,topup,13.9,28,"5 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-10gb,sim,22.1,45,"10 GB",0,0,"Claro [LTE]"
Ecuador,bacanet-30days-10gb-topup,topup,22.1,45,"10 GB",0,0,"Claro [LTE]"
Egypt,giza-mobile-7days-1gb,sim,2.2,5.5,"1 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-7days-1gb-topup,topup,2.2,5.5,"1 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-15days-2gb,sim,4.2,10.5,"2 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-15days-2gb-topup,topup,4.2,10.5,"2 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-3gb,sim,6.2,14.5,"3 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-3gb-topup,topup,6.2,14.5,"3 GB",0,0,"Orange [LTE]"
Egypt,giza-mobile-30days-5gb,sim,10,23,"5 GB",0,0,"Orange [LTE]"
